Unnamed: 0.1,Hsc 20,Hsc 20.1,Height_column1,Height_column2,Index_column3,Index_column4
ILO_TIG_12_44_Hos,200.0,202.0,8693.0,7248.0,2798.0,2818.0
ILO_TIG_12_45_Hos,216.0,220.0,6204.0,3338.0,2936.0,2976.0
ILO_TIG_12_46_Hos,216.0,220.0,9014.0,4672.0,2961.0,3002.0
ILO_TIG_12_47_Hos,218.0,220.0,6380.0,6380.0,3018.0,3018.0
ILO_TIG_12_48_Hos,200.0,222.0,6040.0,5360.0,2819.0,3068.0
ILO_TIG_12_49_Hos,200.0,224.0,8681.0,3338.0,2854.0,3127.0
ILO_TIG_12_50_Hos,214.0,216.0,6331.0,6331.0,2983.0,2983.0
ILO_TIG_12_51_Hos,214.0,224.0,5334.0,1226.0,2960.0,3064.0
ILO_TIG_12_52_Hos,214.0,222.0,7287.0,1934.0,2965.0,3057.0
ILO_TIG_12_53_Hos,210.0,216.0,6170.0,4898.0,2933.0,2993.0
ILO_TIG_12_54_Hos,208.0,230.0,8861.0,3274.0,2904.0,3130.0
ILO_TIG_12_55_Hos,202.0,228.0,4890.0,3042.0,2831.0,3122.0
ILO_TIG_12_56_Hos,200.0,214.0,6232.0,3231.0,2801.0,2965.0
POP,,,,,,
CEB_12_2_Hos,210.0,214.0,27890.0,17591.0,3015.0,3055.0
CEB_12_3_Hos,214.0,214.0,24804.0,24804.0,3040.0,3040.0
CEB_12_4_Hos,228.0,228.0,24784.0,24784.0,3188.0,3188.0
CEB_12_5_Hos,212.0,220.0,23674.0,10405.0,2989.0,3070.0
CEB_12_6_Hos,214.0,232.0,10339.0,8340.0,2997.0,3185.0
CEB_12_7_Hos,200.0,206.0,19275.0,13813.0,2845.0,2927.0
CEB_12_8_Hos,216.0,220.0,9741.0,7685.0,3063.0,3106.0
CEB_12_10_Hos,206.0,228.0,14481.0,6815.0,2938.0,3168.0
CEB_12_11_Hos,222.0,226.0,10424.0,11863.0,3070.0,3111.0
CEB_12_13_Hos,218.0,224.0,11005.0,57.0,3089.0,3122.0
CEB_12_14_Hos,228.0,228.0,10724.0,10724.0,3123.0,3123.0
CEB_12_15_Hos,200.0,204.0,20089.0,15610.0,2834.0,2878.0
CEB_12_16_Hos,192.0,216.0,901.0,22594.0,2753.0,3004.0
CEB_12_17_Hos,214.0,214.0,30779.0,30779.0,3021.0,3021.0
CEB_12_18_Hos,212.0,214.0,20595.0,20595.0,2964.0,2964.0
CEB_12_19_Hos,214.0,218.0,14821.0,11956.0,2984.0,3025.0
CEB_12_20_Hos,218.0,224.0,12770.0,8875.0,2995.0,3056.0
CEB_12_21_Hos,212.0,212.0,12300.0,12300.0,2921.0,2921.0
CEB_12_22_Hos,206.0,214.0,11582.0,11247.0,2856.0,2938.0
CEB_12_23_Hos,218.0,220.0,14514.0,14514.0,3024.0,3024.0
CEB_12_24_Hos,224.0,228.0,8729.0,5410.0,3069.0,3111.0
CEB_12_25_Hos,214.0,214.0,27886.0,27886.0,2992.0,2992.0
CEB_12_26_Hos,226.0,226.0,6780.0,6780.0,3100.0,3100.0
CEB_12_27_Hos,220.0,228.0,6037.0,6556.0,3007.0,3090.0
CEB_12_28_Hos,220.0,224.0,9823.0,6876.0,2987.0,3028.0
CEB_12_29_Hos,218.0,218.0,12515.0,12515.0,2975.0,2975.0
CEB_12_30_Hos,214.0,224.0,6040.0,2906.0,2930.0,3032.0
CEB_12_31_Hos,212.0,218.0,14448.0,7290.0,2940.0,3000.0
POP,,,,,,
ROM_12_1_Hos,220.0,220.0,6141.0,6141.0,3240.0,3240.0
ROM_12_4_Hos,202.0,208.0,5725.0,5863.0,2967.0,3032.0
ROM_12_5_Hos,220.0,220.0,11886.0,11886.0,3141.0,3141.0
ROM_12_6_Hos,200.0,220.0,10663.0,4998.0,2912.0,3146.0
ROM_12_8_Hos,214.0,224.0,3037.0,1527.0,3102.0,3207.0
ROM_12_9_Hos,214.0,220.0,10219.0,7827.0,3131.0,3195.0
ROM_12_15_Hos,208.0,224.0,6748.0,3452.0,2981.0,3152.0
ROM_12_17_Hos,200.0,216.0,2858.0,1260.0,2915.0,3107.0
ROM_12_32_Hos,214.0,214.0,446.0,446.0,3009.0,3009.0
ROM_12_33_Hos,216.0,222.0,1746.0,937.0,3112.0,3175.0
ROM_12_40_Hos,194.0,214.0,6500.0,2475.0,2789.0,3020.0
POP,,,,,,
SAM_12_6_Hos,222.0,222.0,1268.0,1268.0,3198.0,3198.0
SAM_12_7_Hos,214.0,214.0,11591.0,11591.0,3084.0,3084.0
SAM_12_17_Hos,220.0,222.0,10410.0,10410.0,3178.0,3178.0
SAM_12_20_Hos,220.0,222.0,6518.0,6518.0,3120.0,3120.0
SAM_12_26_Hos,212.0,212.0,12755.0,12755.0,3038.0,3038.0
POP,,,,,,
A_ELN_12_1_Hos,200.0,218.0,11597.0,9224.0,3003.0,3219.0
A_ELN_12_2_Hos,200.0,214.0,13962.0,12227.0,2945.0,3117.0
A_ELN_12_3_Hos,208.0,214.0,4168.0,5652.0,3022.0,3086.0
A_ELN_12_4_Hos,212.0,214.0,8528.0,8528.0,3062.0,3062.0
A_ELN_12_5_Hos,216.0,228.0,17528.0,9266.0,3119.0,3243.0
A_ELN_12_6_Hos,194.0,214.0,23327.0,13502.0,2829.0,3060.0
A_ELN_12_7_Hos,210.0,228.0,26459.0,33.0,3007.0,3243.0
A_ELN_12_8_Hos,200.0,214.0,8182.0,6050.0,2889.0,3059.0
A_ELN_12_9_Hos,240.0,240.0,6269.0,6269.0,3372.0,3372.0
A_ELN_12_10_Hos,210.0,230.0,12182.0,4138.0,3018.0,3225.0
A_ELN_12_11_Hos,208.0,230.0,12327.0,4018.0,2972.0,3200.0
A_ELN_12_13_Hos,200.0,212.0,2415.0,1631.0,2888.0,3036.0
A_ELN_12_14_Hos,200.0,212.0,4195.0,3903.0,2863.0,3010.0
A_ELN_12_15_Hos,230.0,232.0,8297.0,8297.0,3198.0,3198.0
A_ELN_12_16_Hos,216.0,230.0,4092.0,2190.0,3100.0,3246.0
A_ELN_12_17_Hos,220.0,226.0,6171.0,5609.0,3134.0,3199.0
A_ELN_12_19_Hos,208.0,214.0,16245.0,12096.0,2970.0,3034.0
A_ELN_12_20_Hos,216.0,232.0,8678.0,4127.0,3015.0,3180.0
A_ELN_12_21_Hos,202.0,208.0,2899.0,3348.0,2857.0,2908.0
A_ELN_12_22_Hos,212.0,214.0,9051.0,9051.0,2957.0,2957.0
A_ELN_12_23_Hos,216.0,222.0,592.0,3599.0,3036.0,3100.0
A_ELN_12_24_Hos,200.0,220.0,3039.0,4240.0,2823.0,3049.0
A_ELN_12_25_Hos,200.0,210.0,13223.0,10672.0,2873.0,2999.0
A_ELN_12_26_Hos,210.0,222.0,4498.0,3893.0,2969.0,3090.0
A_ELN_12_27_Hos,202.0,208.0,9327.0,1054.0,2876.0,2939.0
