Unnamed: 0.1,Hsc 40,Hsc 40.1,Height_column1,Height_column2,Index_column3,Index_column4
GUI_12_9_Hos,252.0,344.0,11440.52,2575.78,3521.0,4595.0
GUI_12_10_Hos,324.0,328.0,3842.17,3842.17,4387.0,4434.0
GUI_12_11_Hos,260.0,276.0,6374.96,3842.17,3674.0,3861.0
GUI_12_13_Hos,228.0,252.0,1309.39,43.0,3277.0,3558.0
GUI_12_14_Hos,252.0,304.0,7641.35,3842.17,3555.0,4166.0
GUI_12_15_Hos,228.0,228.0,8907.74,8907.74,3272.0,3272.0
GUI_12_17_Hos,224.0,304.0,2575.78,43.0,3213.0,4147.0
GUI_12_18_Hos,288.0,304.0,43.0,43.0,4045.0,4236.0
GUI_12_19_Hos,264.0,296.0,43.0,43.0,3684.0,4060.0
GUI_12_20_Hos,304.0,336.0,1309.39,43.0,4228.0,4610.0
GUI_12_21_Hos,228.0,252.0,19038.87,11440.52,3259.0,3537.0
GUI_12_22_Hos,304.0,304.0,5108.57,5108.57,4122.0,4122.0
GUI_12_23_Hos,308.0,308.0,1309.39,1309.39,4181.0,4181.0
GUI_12_24_Hos,240.0,240.0,10174.13,10174.13,3370.0,3370.0
GUI_12_25_Hos,252.0,252.0,11440.52,11440.52,3469.0,3469.0
GUI_12_26_Hos,252.0,260.0,6374.96,5108.57,3498.0,3591.0
GUI_12_27_Hos,248.0,248.0,8907.74,8907.74,3453.0,3453.0
GUI_12_28_Hos,228.0,228.0,8907.74,8907.74,3248.0,3248.0
GUI_12_29_Hos,316.0,316.0,3842.17,3842.17,4261.0,4261.0
GUI_12_30_Hos,256.0,284.0,6374.96,5108.57,3536.0,3862.0
GUI_12_31_Hos,320.0,320.0,2575.78,2575.78,4220.0,4220.0
GUI_12_33_Hos,240.0,300.0,8907.74,2575.78,3302.0,3987.0
GUI_12_34_Hos,240.0,316.0,6374.96,2575.78,3291.0,4159.0
GUI_12_35_Hos,272.0,312.0,6374.96,2575.78,3666.0,4124.0
GUI_12_36_Hos,256.0,256.0,5108.57,5108.57,3500.0,3500.0
GUI_12_37_Hos,252.0,252.0,12706.91,12706.91,3465.0,3465.0
GUI_12_38_Hos,292.0,288.0,3842.17,6374.96,3950.0,3903.0
GUI_12_39_Hos,304.0,304.0,5108.57,5108.57,4068.0,4068.0
GUI_12_40_Hos,312.0,336.0,2575.78,1309.39,4125.0,4399.0
GUI_12_41_Hos,252.0,252.0,8907.74,8907.74,3440.0,3440.0
GUI_12_42_Hos,312.0,312.0,3842.17,3842.17,4103.0,4103.0
GUI_12_43_Hos,300.0,300.0,3842.17,3842.17,3961.0,3961.0
GUI_12_44_Hos,280.0,308.0,2575.78,2575.78,3755.0,4076.0
GUI_12_45_Hos,252.0,316.0,5108.57,1309.39,3452.0,4191.0
GUI_12_46_Hos,252.0,316.0,7641.35,1309.39,3480.0,4218.0
GUI_12_47_Hos,336.0,336.0,3842.17,3842.17,4437.0,4437.0
GUI_12_48_Hos,340.0,340.0,2575.78,2575.78,4470.0,4470.0
GUI_12_49_Hos,288.0,288.0,7641.35,7641.35,3858.0,3858.0
GUI_12_50_Hos,244.0,316.0,5108.57,2575.78,3329.0,4150.0
GUI_12_51_Hos,228.0,248.0,5108.57,5108.57,3165.0,3395.0
GUI_12_52_Hos,316.0,316.0,2575.78,2575.78,4174.0,4174.0
GUI_12_53_Hos,312.0,312.0,2575.78,2575.78,4150.0,4150.0
POP,,,,,,
STA_12_1,260.0,288.0,8907.74,5108.57,3717.0,4050.0
STA_12_2,260.0,264.0,13973.3,11440.52,3717.0,3765.0
STA_12_3,288.0,316.0,5108.57,3842.17,4043.0,4379.0
STA_12_4,236.0,268.0,16506.09,11440.52,3470.0,3851.0
STA_12_5,272.0,284.0,8907.74,8907.74,3899.0,4043.0
STA_12_6,292.0,316.0,8907.74,6374.96,4166.0,4458.0
STA_12_7,228.0,240.0,6374.96,5108.57,3435.0,3581.0
STA_12_8,252.0,252.0,7641.35,7641.35,3802.0,3802.0
STA_12_10,304.0,304.0,7641.35,7641.35,4221.0,4221.0
STA_12_11,260.0,320.0,2575.78,43.0,3699.0,4414.0
STA_12_12,244.0,300.0,8907.74,2575.78,3517.0,4184.0
STA_12_13,312.0,372.0,1309.39,43.0,4333.0,5056.0
STA_12_15,248.0,276.0,5108.57,3842.17,3637.0,3972.0
STA_12_17,280.0,372.0,5108.57,1309.39,3896.0,4991.0
STA_12_18,300.0,360.0,3842.17,1309.39,4132.0,4843.0
STA_12_19,304.0,340.0,1309.39,1309.39,4196.0,4626.0
STA_12_20,252.0,252.0,43.0,43.0,3568.0,3568.0
STA_12_21,252.0,252.0,5108.57,5108.57,3565.0,3565.0
STA_12_22,272.0,296.0,5108.57,3842.17,3821.0,4105.0
STA_12_23,276.0,316.0,3842.17,5108.57,3909.0,4386.0
STA_12_24,280.0,280.0,3842.17,3842.17,3999.0,3999.0
STA_12_25,260.0,320.0,3842.17,2575.78,3664.0,4373.0
STA_12_26,296.0,376.0,3842.17,1309.39,4049.0,4993.0
STA_12_27,344.0,352.0,1309.39,2575.78,4592.0,4688.0
STA_12_28,296.0,296.0,7641.35,7641.35,4059.0,4059.0
STA_12_29,280.0,320.0,2575.78,1309.39,3875.0,4346.0
STA_12_30,292.0,316.0,2575.78,43.0,4045.0,4328.0
STA_12_31,308.0,312.0,3842.17,3842.17,4245.0,4293.0
STA_12_32,324.0,332.0,5108.57,3842.17,4471.0,4567.0
STA_12_33,272.0,272.0,7641.35,7641.35,3784.0,3784.0
STA_12_34,288.0,348.0,3842.17,1309.39,3950.0,4657.0
STA_12_35,316.0,344.0,1309.39,1309.39,4269.0,4599.0
STA_12_36,252.0,360.0,5108.57,1309.39,3536.0,4806.0
STA_12_37,228.0,312.0,12706.91,3842.17,3258.0,4242.0
STA_12_38,228.0,300.0,2575.78,43.0,3304.0,4154.0
STA_12_39,268.0,268.0,7641.35,7641.35,3784.0,3784.0
STA_12_40,328.0,332.0,1309.39,1309.39,4521.0,4567.0
STA_12_41,300.0,344.0,2575.78,1309.39,4099.0,4619.0
STA_12_42,312.0,312.0,3842.17,3842.17,4247.0,4247.0
STA_12_44,252.0,312.0,5108.57,1309.39,3509.0,4205.0
STA_12_45,268.0,296.0,3842.17,2575.78,3695.0,4023.0
STA_12_46,228.0,276.0,11440.52,3842.17,3279.0,3841.0
STA_12_47,284.0,300.0,2575.78,3842.17,3939.0,4129.0
STA_12_48,228.0,256.0,1309.39,1309.39,3312.0,3642.0
STA_12_49,320.0,320.0,5108.57,5108.57,4351.0,4351.0
STA_12_50,300.0,300.0,2575.78,2575.78,4080.0,4080.0
STA_12_51,304.0,316.0,1309.39,1309.39,4123.0,4265.0
STA_12_52,228.0,252.0,3842.17,43.0,3252.0,3530.0
POP,,,,,,
MAS_12_1_Hos,276.0,316.0,3842.17,2575.78,3825.0,4300.0
MAS_12_2_Hos,264.0,264.0,7641.35,7641.35,3648.0,3648.0
MAS_12_3_Hos,248.0,316.0,10174.13,5108.57,3412.0,4202.0
MAS_12_4_Hos,284.0,300.0,5108.57,2575.78,3817.0,4002.0
MAS_12_5_Hos,312.0,312.0,5108.57,5108.57,4254.0,4254.0
MAS_12_6_Hos,268.0,300.0,3842.17,3842.17,3732.0,4112.0
MAS_12_7_Hos,252.0,252.0,3842.17,3842.17,3475.0,3475.0
MAS_12_8_Hos,304.0,304.0,5108.57,5108.57,4152.0,4152.0
MAS_12_9_Hos,236.0,284.0,10174.13,6374.96,3385.0,3951.0
MAS_12_10_Hos,288.0,304.0,3842.17,5108.57,3913.0,4102.0
MAS_12_11_Hos,228.0,316.0,7641.35,2575.78,3209.0,4235.0
MAS_12_12_Hos,300.0,300.0,2575.78,2575.78,4032.0,4032.0
MAS_12_13_Hos,236.0,252.0,3842.17,3842.17,3319.0,3506.0
MAS_12_14_Hos,260.0,316.0,5108.57,2575.78,3558.0,4210.0
MAS_12_15_Hos,284.0,308.0,5108.57,1309.39,3931.0,4213.0
MAS_12_16_Hos,264.0,324.0,5108.57,2575.78,3673.0,4383.0
MAS_12_18_Hos,260.0,296.0,5108.57,2575.78,3578.0,3998.0
MAS_12_20_Hos,240.0,296.0,10174.13,3842.17,3392.0,4047.0
MAS_12_21_Hos,312.0,312.0,7641.35,7641.35,4205.0,4205.0
MAS_12_22_Hos,236.0,304.0,12706.91,3842.17,3350.0,4148.0
MAS_12_23_Hos,236.0,252.0,8907.74,6374.96,3380.0,3568.0
POP,,,,,,
TWI_12_1_Hos,296.0,308.0,6374.96,6374.96,4159.0,4302.0
TWI_12_2_Hos,324.0,324.0,6374.96,6374.96,4444.0,4444.0
TWI_12_3_Hos,268.0,268.0,11440.52,11440.52,3737.0,3737.0
TWI_12_4_Hos,296.0,312.0,6374.96,7641.35,4056.0,4246.0
TWI_12_5_Hos,276.0,300.0,6374.96,3842.17,3800.0,4083.0
TWI_12_6_Hos,280.0,296.0,7641.35,6374.96,3832.0,4020.0
TWI_12_7_Hos,296.0,296.0,11440.52,11440.52,4035.0,4035.0
TWI_12_8_Hos,272.0,344.0,16506.09,5108.57,3784.0,4641.0
TWI_12_10_Hos,292.0,308.0,7641.35,3842.17,4013.0,4201.0
TWI_12_11_Hos,304.0,304.0,12706.91,12706.91,4129.0,4129.0
TWI_12_12_Hos,304.0,304.0,5108.57,5108.57,4109.0,4109.0
TWI_12_13_Hos,280.0,320.0,10174.13,5108.57,3803.0,4269.0
TWI_12_14_Hos,276.0,300.0,13973.3,12706.91,3750.0,4029.0
TWI_12_15_Hos,316.0,316.0,8907.74,8907.74,4236.0,4236.0
TWI_12_16_Hos,256.0,280.0,17772.48,12706.91,3556.0,3835.0
TWI_12_17_Hos,268.0,280.0,10174.13,7641.35,3718.0,3857.0
TWI_12_18_Hos,276.0,336.0,15239.7,7641.35,3781.0,4489.0
TWI_12_19_Hos,252.0,252.0,19038.87,19038.87,3482.0,3482.0
TWI_12_20_Hos,300.0,300.0,10174.13,10174.13,4011.0,4011.0
TWI_12_21_Hos,252.0,304.0,17772.48,7641.35,3453.0,4052.0
TWI_12_22_Hos,296.0,312.0,8907.74,3842.17,3963.0,4148.0
TWI_12_23_Hos,296.0,312.0,2575.78,1309.39,3971.0,4156.0
TWI_12_24_Hos,300.0,300.0,7641.35,7641.35,4034.0,4034.0
TWI_12_25_Hos,248.0,264.0,13973.3,10174.13,3474.0,3659.0
TWI_12_26_Hos,296.0,296.0,11440.52,11440.52,3998.0,3998.0
TWI_12_27_Hos,252.0,272.0,12706.91,13973.3,3456.0,3688.0
TWI_12_29_Hos,264.0,264.0,25370.83,25370.83,3578.0,3578.0
TWI_12_30_Hos,240.0,316.0,20305.26,6374.96,3304.0,4183.0
TWI_12_31_Hos,284.0,296.0,13973.3,10174.13,3836.0,3975.0
TWI_12_32_Hos,256.0,296.0,13973.3,7641.35,3518.0,3986.0
TWI_12_33_Hos,300.0,300.0,12706.91,12706.91,4107.0,4107.0
TWI_12_34_Hos,276.0,276.0,13973.3,13973.3,3786.0,3786.0
TWI_12_35_Hos,256.0,288.0,15239.7,11440.52,3509.0,3877.0
TWI_12_36_Hos,252.0,312.0,20305.26,6374.96,3464.0,4159.0
TWI_12_37_Hos,284.0,320.0,6374.96,5108.57,3805.0,4223.0
TWI_12_38_Hos,272.0,272.0,11440.52,11440.52,3677.0,3677.0
TWI_12_39_Hos,256.0,304.0,13973.3,6374.96,3496.0,4053.0
TWI_12_40_Hos,292.0,304.0,3842.17,3842.17,3947.0,4090.0
TWI_12_41_Hos,288.0,288.0,10174.13,10174.13,3920.0,3920.0
TWI_12_42_Hos,248.0,248.0,21571.65,21571.65,3434.0,3434.0
TWI_12_46_Hos,216.0,216.0,1309.39,1309.39,3028.0,3028.0
TWI_12_47_Hos,284.0,284.0,12706.91,12706.91,3818.0,3818.0
TWI_12_48_Hos,296.0,332.0,43.0,1309.39,3994.0,4395.0
POP,,,,,,
BOH_12_1,288.0,288.0,2575.78,2575.78,4076.0,4076.0
BOH_12_2,268.0,324.0,3842.17,2575.78,3788.0,4450.0
BOH_12_3,284.0,284.0,6374.96,6374.96,3956.0,3956.0
BOH_12_4,252.0,300.0,2575.78,1309.39,3553.0,4108.0
BOH_12_5,240.0,268.0,20305.26,13973.3,3391.0,3714.0
BOH_12_6,264.0,336.0,3842.17,1309.39,3674.0,4513.0
BOH_12_7,276.0,336.0,2575.78,1309.39,3807.0,4504.0
BOH_12_8,312.0,324.0,3842.17,2575.78,4251.0,4390.0
BOH_12_9,256.0,356.0,5108.57,1309.39,3638.0,4812.0
BOH_12_10,280.0,324.0,2575.78,1309.39,3883.0,4399.0
BOH_12_11,300.0,312.0,2575.78,2575.78,4100.0,4240.0
BOH_12_12,244.0,288.0,5108.57,2575.78,3411.0,3918.0
BOH_12_13,304.0,304.0,1309.39,1309.39,4092.0,4092.0
BOH_12_14,284.0,324.0,1309.39,1309.39,3860.0,4321.0
BOH_12_15,288.0,288.0,3842.17,3842.17,3909.0,3909.0
BOH_12_16,288.0,288.0,2575.78,2575.78,3948.0,3948.0
BOH_12_17,272.0,300.0,43.0,43.0,3771.0,4097.0
BOH_12_18,304.0,308.0,43.0,43.0,4097.0,4144.0
BOH_12_19,328.0,328.0,1309.39,1309.39,4362.0,4362.0
BOH_12_20,256.0,296.0,2575.78,2575.78,3524.0,3982.0
BOH_12_21,244.0,336.0,1309.39,43.0,3364.0,4416.0
BOH_12_22,256.0,292.0,5108.57,3842.17,3489.0,3899.0
BOH_12_23,296.0,340.0,2575.78,1309.39,3965.0,4470.0
BOH_12_24,332.0,332.0,3842.17,3842.17,4394.0,4394.0
BOH_12_25,244.0,244.0,12706.91,12706.91,3429.0,3429.0
BOH_12_26,276.0,324.0,6374.96,3842.17,3753.0,4306.0
BOH_12_27,256.0,308.0,43.0,43.0,3507.0,4102.0
BOH_12_28,252.0,280.0,5108.57,3842.17,3444.0,3760.0
BOH_12_29,292.0,316.0,1309.39,1309.39,3879.0,4152.0
BOH_12_30,256.0,268.0,5108.57,3842.17,3474.0,3608.0
POP,,,,,,
GEN_12_1_Hos,256.0,292.0,1309.39,1309.39,3864.0,4305.0
GEN_12_2_Hos,276.0,284.0,1309.39,1309.39,4041.0,4136.0
GEN_12_3_Hos,280.0,316.0,43.0,43.0,4079.0,4518.0
GEN_12_4_Hos,284.0,292.0,3842.17,2575.78,4111.0,4207.0
GEN_12_5_Hos,260.0,272.0,43.0,1309.39,3800.0,3945.0
GEN_12_7_Hos,304.0,344.0,2575.78,1309.39,4295.0,4774.0
GEN_12_8_Hos,272.0,336.0,2575.78,1309.39,3944.0,4714.0
GEN_12_9_Hos,264.0,280.0,2575.78,1309.39,3867.0,4060.0
GEN_12_10_Hos,256.0,260.0,1309.39,1309.39,3738.0,3786.0
GEN_12_12_Hos,252.0,344.0,3842.17,1309.39,3659.0,4750.0
GEN_12_13_Hos,256.0,284.0,43.0,43.0,3694.0,4024.0
GEN_12_14_Hos,284.0,292.0,43.0,43.0,4012.0,4107.0
GEN_12_15_Hos,320.0,324.0,3842.17,2575.78,4462.0,4508.0
GEN_12_16_Hos,260.0,304.0,1309.39,43.0,3767.0,4293.0
GEN_12_17_Hos,256.0,344.0,3842.17,1309.39,3724.0,4776.0
GEN_12_19_Hos,272.0,276.0,43.0,43.0,3852.0,3900.0
GEN_12_21_Hos,284.0,292.0,43.0,1309.39,3963.0,4057.0
GEN_12_22_Hos,272.0,300.0,1309.39,1309.39,3824.0,4150.0
GEN_12_23_Hos,280.0,288.0,43.0,43.0,3930.0,4024.0
GEN_12_24_Hos,276.0,308.0,1309.39,1309.39,3920.0,4298.0
GEN_12_25_Hos,316.0,316.0,2575.78,2575.78,4426.0,4426.0
GEN_12_27_Hos,300.0,304.0,43.0,1309.39,4159.0,4206.0
GEN_12_28_Hos,272.0,276.0,3842.17,3842.17,3798.0,3845.0
GEN_12_29_Hos,256.0,296.0,43.0,43.0,3650.0,4118.0
GEN_12_32_Hos,288.0,296.0,43.0,43.0,4104.0,4202.0
GEN_12_33_Hos,300.0,304.0,43.0,2575.78,4220.0,4267.0
GEN_12_36_Hos,256.0,344.0,2575.78,43.0,3589.0,4607.0
GEN_12_37_Hos,232.0,248.0,1309.39,1309.39,3300.0,3485.0
GEN_12_38_Hos,312.0,312.0,1309.39,1309.39,4286.0,4286.0
GEN_12_39_Hos,260.0,304.0,2575.78,1309.39,3696.0,4213.0
GEN_12_40_Hos,252.0,256.0,1309.39,1309.39,3611.0,3658.0
GEN_12_42_Hos,276.0,304.0,1309.39,1309.39,3853.0,4178.0
GEN_12_43_Hos,328.0,344.0,43.0,43.0,4447.0,4634.0
GEN_12_44_Hos,296.0,344.0,1309.39,1309.39,4048.0,4604.0
GEN_12_45_Hos,272.0,276.0,1309.39,1309.39,3797.0,3844.0
POP,,,,,,
SOR_12_2_Hos,320.0,332.0,43.0,43.0,4686.0,4839.0
SOR_12_3_Hos,320.0,320.0,43.0,43.0,4664.0,4664.0
SOR_12_4_Hos,228.0,232.0,1309.39,1309.39,3511.0,3560.0
SOR_12_5_Hos,316.0,316.0,43.0,43.0,4603.0,4603.0
SOR_12_6_Hos,256.0,344.0,43.0,43.0,3813.0,4895.0
SOR_12_7_Hos,264.0,304.0,43.0,43.0,3911.0,4405.0
SOR_12_8_Hos,288.0,304.0,43.0,43.0,4263.0,4466.0
SOR_12_9_Hos,264.0,320.0,43.0,43.0,3968.0,4669.0
SOR_12_10_Hos,288.0,320.0,43.0,43.0,4236.0,4635.0
SOR_12_11_Hos,308.0,308.0,43.0,43.0,4434.0,4434.0
SOR_12_12_Hos,260.0,312.0,43.0,43.0,3851.0,4493.0
SOR_12_13_Hos,284.0,284.0,43.0,43.0,4130.0,4130.0
SOR_12_14_Hos,228.0,312.0,2575.78,1309.39,3436.0,4461.0
SOR_12_15_Hos,264.0,316.0,43.0,43.0,3902.0,4545.0
SOR_12_16_Hos,304.0,324.0,43.0,43.0,4423.0,4673.0
SOR_12_17_Hos,220.0,276.0,43.0,43.0,3361.0,4045.0
SOR_12_21_Hos,232.0,252.0,1309.39,1309.39,3424.0,3666.0
SOR_12_23_Hos,304.0,304.0,43.0,43.0,4345.0,4345.0
SOR_12_24_Hos,304.0,312.0,1309.39,1309.39,4363.0,4463.0
SOR_12_25_Hos,228.0,228.0,6374.96,6374.96,3447.0,3447.0
SOR_12_26_Hos,252.0,292.0,43.0,43.0,3714.0,4204.0
SOR_12_27_Hos,256.0,256.0,1309.39,1309.39,3728.0,3728.0
SOR_12_28_Hos,292.0,316.0,1309.39,43.0,4119.0,4407.0
SOR_12_29_Hos,344.0,344.0,1309.39,1309.39,4793.0,4793.0
SOR_12_30_Hos,328.0,344.0,1309.39,1309.39,4555.0,4750.0
SOR_12_31_Hos,276.0,276.0,43.0,43.0,3982.0,3982.0
SOR_12_32_Hos,228.0,228.0,5108.57,5108.57,3454.0,3454.0
SOR_12_33_Hos,228.0,264.0,8907.74,5108.57,3299.0,3715.0
SOR_12_34_Hos,324.0,340.0,2575.78,2575.78,4399.0,4588.0
POP,,,,,,
ILO_CON_12_1_Hos,252.0,292.0,3842.17,1309.39,3563.0,4030.0
ILO_CON_12_2_Hos,268.0,312.0,8907.74,3842.17,3672.0,4180.0
ILO_CON_12_3_Hos,264.0,312.0,8907.74,5108.57,3601.0,4153.0
ILO_CON_12_4_Hos,312.0,320.0,3842.17,5108.57,4159.0,4251.0
ILO_CON_12_5_Hos,248.0,324.0,7641.35,2575.78,3390.0,4258.0
ILO_CON_12_6_Hos,256.0,256.0,11440.52,11440.52,3469.0,3469.0
ILO_CON_12_7_Hos,300.0,300.0,8907.74,8907.74,3989.0,3989.0
ILO_CON_12_8_Hos,248.0,248.0,11440.52,11440.52,3434.0,3434.0
ILO_CON_12_9_Hos,284.0,284.0,8907.74,8907.74,3866.0,3866.0
ILO_CON_12_10_Hos,296.0,300.0,5108.57,3842.17,3963.0,4009.0
ILO_CON_12_11_Hos,252.0,264.0,2575.78,6374.96,3413.0,3549.0
ILO_CON_12_12_Hos,296.0,296.0,12706.91,12706.91,3898.0,3898.0
ILO_CON_12_13_Hos,292.0,304.0,6374.96,6374.96,3863.0,3998.0
ILO_CON_12_14_Hos,292.0,312.0,5108.57,2575.78,3851.0,4076.0
ILO_CON_12_15_Hos,288.0,344.0,8907.74,3842.17,3814.0,4445.0
ILO_CON_12_16_Hos,284.0,296.0,2575.78,1309.39,3774.0,3910.0
ILO_CON_12_17_Hos,296.0,304.0,2575.78,43.0,3966.0,4056.0
ILO_CON_12_18_Hos,288.0,340.0,8907.74,3842.17,3828.0,4419.0
ILO_CON_12_19_Hos,284.0,284.0,2575.78,2575.78,3773.0,3773.0
ILO_CON_12_20_Hos,300.0,304.0,43.0,43.0,3905.0,3950.0
ILO_CON_12_24_Hos,292.0,316.0,1309.39,43.0,3846.0,4115.0
ILO_CON_12_29_Hos,292.0,296.0,6374.96,7641.35,3792.0,3837.0
ILO_CON_12_30_Hos,252.0,288.0,6374.96,3842.17,3343.0,3743.0
ILO_CON_12_31_Hos,236.0,236.0,7641.35,7641.35,3202.0,3202.0
ILO_CON_12_32_Hos,292.0,304.0,10174.13,5108.57,3865.0,3998.0
ILO_CON_12_33_Hos,284.0,312.0,6374.96,5108.57,3811.0,4131.0
ILO_CON_12_34_Hos,248.0,256.0,17772.48,12706.91,3355.0,3443.0
ILO_CON_12_35_Hos,248.0,312.0,24104.43,7641.35,3353.0,4073.0
ILO_CON_12_36_Hos,296.0,320.0,7641.35,2575.78,3885.0,4149.0
ILO_CON_12_37_Hos,252.0,348.0,8907.74,1309.39,3339.0,4406.0
ILO_CON_12_38_Hos,324.0,344.0,1309.39,1309.39,4112.0,4334.0
ILO_CON_12_40_Hos,304.0,304.0,43.0,43.0,3986.0,3986.0
ILO_CON_12_41_Hos,240.0,260.0,3842.17,3842.17,3289.0,3514.0
POP,,,,,,
ILO_TIG_12_42_Hos,296.0,320.0,7641.35,3842.17,3858.0,4127.0
ILO_TIG_12_43_Hos,256.0,256.0,11440.52,11440.52,3415.0,3415.0
ILO_TIG_12_44_Hos,248.0,296.0,12706.91,5108.57,3320.0,3855.0
ILO_TIG_12_45_Hos,228.0,252.0,16506.09,7641.35,3048.0,3313.0
ILO_TIG_12_46_Hos,256.0,288.0,11440.52,6374.96,3382.0,3737.0
ILO_TIG_12_47_Hos,248.0,264.0,10174.13,8907.74,3334.0,3514.0
ILO_TIG_12_48_Hos,244.0,324.0,6374.96,5108.57,3296.0,4196.0
ILO_TIG_12_49_Hos,308.0,328.0,2575.78,2575.78,4066.0,4294.0
ILO_TIG_12_50_Hos,292.0,312.0,5108.57,2575.78,3836.0,4062.0
ILO_TIG_12_51_Hos,240.0,308.0,7641.35,1309.39,3227.0,3985.0
ILO_TIG_12_52_Hos,316.0,320.0,3842.17,2575.78,4080.0,4121.0
ILO_TIG_12_53_Hos,296.0,300.0,6374.96,2575.78,3865.0,3910.0
ILO_TIG_12_54_Hos,248.0,272.0,13973.3,8907.74,3322.0,3590.0
ILO_TIG_12_55_Hos,256.0,264.0,2575.78,1309.39,3414.0,3501.0
ILO_TIG_12_56_Hos,312.0,316.0,1309.39,2575.78,4040.0,4084.0
POP,,,,,,
CEB_12_1_Hos,300.0,332.0,7641.35,5108.57,4079.0,4453.0
CEB_12_2_Hos,292.0,292.0,22838.04,22838.04,3921.0,3921.0
CEB_12_3_Hos,248.0,296.0,25370.83,12706.91,3402.0,3948.0
CEB_12_4_Hos,284.0,304.0,11440.52,12706.91,3810.0,4038.0
CEB_12_5_Hos,316.0,316.0,11440.52,11440.52,4134.0,4134.0
